time,short distance,hyper volume


cycle : 25, pop_size : 128
0.135726,0.627930,0.482314
0.135728,0.616716,0.481027
0.135704,0.619945,0.480426
0.135706,0.608507,0.483385
0.135796,0.618086,0.483835
0.135780,0.619131,0.485200
0.135745,0.619393,0.477868
0.135742,0.607682,0.483914
0.135802,0.617182,0.479183
0.135826,0.625505,0.477881

cycle : 25, pop_size : 256
0.264325,0.620306,0.484743
0.264296,0.607369,0.486510
0.264181,0.615678,0.482231
0.263958,0.611747,0.490881
0.264314,0.627419,0.486255
0.264342,0.623285,0.483264
0.264262,0.624605,0.481455
0.264156,0.611915,0.487862
0.264038,0.622619,0.486916
0.263876,0.618248,0.487820

cycle : 25, pop_size : 512
0.526493,0.611089,0.489410
0.526265,0.618352,0.485559
0.526379,0.613747,0.489859
0.526844,0.610403,0.485804
0.525776,0.616119,0.492260
0.526494,0.603487,0.490162
0.526619,0.609486,0.487690
0.526676,0.616004,0.487010
0.526707,0.606537,0.485911
0.526281,0.619281,0.488538

cycle : 25, pop_size : 1024
1.047937,0.621806,0.491629
1.047530,0.617027,0.492286
1.048298,0.614277,0.489767
1.048671,0.606360,0.493642
1.048343,0.604843,0.489389
1.048254,0.620049,0.481920
1.048035,0.625538,0.484649
1.048173,0.606143,0.490049
1.048675,0.611506,0.488312
1.048441,0.609079,0.489165

cycle : 25, pop_size : 2048
2.092532,0.615887,0.486381
2.091804,0.607106,0.487834
2.091683,0.610334,0.495023
2.092149,0.618313,0.491535
2.091984,0.605804,0.492174
2.092174,0.618545,0.484590
2.091898,0.608100,0.492437
2.091938,0.600109,0.491112
2.092296,0.629046,0.484297
2.091880,0.613096,0.491709

cycle : 50, pop_size : 128
0.265233,0.599983,0.500531
0.265428,0.595202,0.504067
0.265410,0.589891,0.497676
0.265370,0.596089,0.503017
0.265484,0.599306,0.500482
0.265441,0.597311,0.500221
0.265418,0.596123,0.498635
0.265265,0.591298,0.498668
0.265410,0.601263,0.495871
0.265339,0.586710,0.500092

cycle : 50, pop_size : 256
0.519389,0.591659,0.502143
0.519168,0.590616,0.503780
0.518948,0.584515,0.503734
0.519485,0.591437,0.500757
0.519048,0.591177,0.504184
0.519326,0.593475,0.502341
0.519006,0.590240,0.503036
0.519142,0.600464,0.502678
0.519002,0.589161,0.504130
0.518982,0.592028,0.503912

cycle : 50, pop_size : 512
1.032842,0.583831,0.504900
1.034755,0.593276,0.504878
1.034855,0.595217,0.505168
1.033780,0.593126,0.503577
1.034650,0.593659,0.506215
1.033430,0.584722,0.510933
1.034304,0.583233,0.505150
1.034100,0.586164,0.504032
1.034443,0.592403,0.504069
1.033974,0.598161,0.498179

cycle : 50, pop_size : 1024
2.062301,0.593557,0.504736
2.062968,0.596810,0.502959
2.061763,0.590871,0.507219
2.060661,0.586740,0.511416
2.062959,0.595184,0.504470
2.061954,0.592648,0.502707
2.060886,0.581546,0.506573
2.061049,0.588999,0.506546
2.061315,0.587912,0.504490
2.063023,0.592618,0.502153

cycle : 50, pop_size : 2048
4.122245,0.592015,0.508646
4.121671,0.586401,0.512411
4.121587,0.589397,0.512643
4.121327,0.586084,0.508143
4.123285,0.588511,0.505988
