time,short distance,hyper volume


cycle : 25, pop_size : 128
0.092807,0.598887,0.490440
0.092648,0.597389,0.495082
0.092787,0.599077,0.487450
0.092618,0.601395,0.488175
0.092747,0.601164,0.486708
0.092713,0.598840,0.488416
0.092701,0.597072,0.490383
0.092761,0.590948,0.490355
0.092655,0.610393,0.489390
0.092714,0.601097,0.491043

cycle : 25, pop_size : 256
0.179186,0.598445,0.491002
0.179108,0.598756,0.494478
0.179313,0.600496,0.494092
0.179164,0.601430,0.494566
0.179151,0.594419,0.493286
0.179113,0.596978,0.501003
0.178956,0.596370,0.499605
0.179191,0.602653,0.492209
0.179220,0.597097,0.490077
0.178955,0.594643,0.496703

cycle : 25, pop_size : 512
0.355479,0.599731,0.498097
0.355218,0.590999,0.499707
0.355218,0.599203,0.499028
0.355248,0.581494,0.502963
0.354980,0.588144,0.498524
0.355132,0.602819,0.492105
0.355353,0.601403,0.497208
0.354859,0.595775,0.495059
0.361768,0.595090,0.501441
0.355493,0.588795,0.497157

cycle : 25, pop_size : 1024
0.705127,0.597621,0.496158
0.704973,0.604204,0.489178
0.704953,0.599190,0.498125
0.705280,0.590783,0.496719
0.704752,0.597895,0.493916
0.704907,0.603796,0.495878
0.712293,0.603892,0.493375
0.704625,0.595595,0.497676
0.705234,0.598092,0.500291
0.704799,0.587424,0.502411

cycle : 25, pop_size : 2048
1.403993,0.589970,0.503023
1.404165,0.591313,0.499900
1.404098,0.580566,0.503451
1.404556,0.591754,0.503767
1.404885,0.602598,0.493019
1.403870,0.594163,0.499217
1.403971,0.595311,0.500748
1.404328,0.606450,0.499049
1.404087,0.591306,0.497272
1.403907,0.598788,0.502134

cycle : 50, pop_size : 128
0.181240,0.576638,0.503629
0.181798,0.581864,0.510075
0.181363,0.579068,0.505427
0.181156,0.581350,0.504062
0.180910,0.585962,0.499031
0.181256,0.585920,0.497393
0.181208,0.572851,0.506817
0.180980,0.578730,0.499352
0.181123,0.588965,0.499924
0.181206,0.583476,0.501557

cycle : 50, pop_size : 256
0.352201,0.575149,0.510579
0.351840,0.574930,0.513005
0.352305,0.580868,0.513639
0.351990,0.568796,0.504322
0.352040,0.566824,0.506448
0.352420,0.576559,0.507961
0.352284,0.572157,0.510653
0.352022,0.579232,0.505896
0.351798,0.565142,0.507302
0.359127,0.578856,0.506703

cycle : 50, pop_size : 512
0.697415,0.570945,0.510834
0.697447,0.575601,0.517954
0.697198,0.572295,0.509387
0.697347,0.578001,0.513554
0.697523,0.576119,0.506187
0.697051,0.573925,0.509688
0.697581,0.576019,0.512964
0.697087,0.565959,0.516387
0.697160,0.573283,0.512361
0.697592,0.576420,0.515483

cycle : 50, pop_size : 1024
1.386033,0.570662,0.513156
1.386053,0.573811,0.514299
1.385576,0.572235,0.518633
1.385576,0.570067,0.512791
1.385618,0.574882,0.512527
1.386226,0.573653,0.513504
1.385897,0.567810,0.515335
1.385402,0.573895,0.514555
1.385945,0.574483,0.516710
1.385556,0.574384,0.513902

cycle : 50, pop_size : 2048
2.762372,0.576898,0.514500
2.763469,0.575591,0.515654
2.761971,0.570380,0.520466
2.762026,0.570286,0.515839
2.762930,0.571077,0.514643
