time,short distance,hyper volume


cycle : 25, pop_size : 128
0.120896,0.545870,0.565254
0.110622,0.544224,0.568290
0.110012,0.547125,0.576213
0.110201,0.546584,0.570029
0.109758,0.540475,0.573957
0.110724,0.542129,0.568596
0.110579,0.538618,0.569757
0.110296,0.543175,0.574541
0.110763,0.543358,0.565945
0.110568,0.543328,0.566805

cycle : 25, pop_size : 256
0.213350,0.537569,0.574270
0.213769,0.542888,0.579375
0.213765,0.533495,0.578774
0.212217,0.531221,0.584297
0.213124,0.532763,0.575400
0.213289,0.538115,0.572966
0.213129,0.529551,0.576736
0.213539,0.527266,0.572986
0.214035,0.538049,0.572534
0.213569,0.533670,0.582839

cycle : 25, pop_size : 512
0.423622,0.536172,0.583385
0.423143,0.532109,0.583068
0.423632,0.536519,0.584923
0.424047,0.536378,0.580191
0.423922,0.537263,0.590841
0.423890,0.525098,0.584715
0.423997,0.544060,0.577736
0.423772,0.538242,0.583716
0.423104,0.529807,0.587061
0.423273,0.524717,0.577824

cycle : 25, pop_size : 1024
0.842496,0.539356,0.583420
0.849490,0.524561,0.585599
0.842180,0.538456,0.585580
0.842958,0.529706,0.583359
0.845923,0.540833,0.588751
0.847020,0.541043,0.580820
0.842809,0.534527,0.584806
0.850339,0.538350,0.582396
0.843180,0.533820,0.582833
0.843070,0.533668,0.587250

cycle : 25, pop_size : 2048
1.685305,0.541767,0.580190
1.688210,0.528925,0.582671
1.685959,0.531198,0.586279
1.686224,0.537084,0.582033
1.692531,0.540229,0.589019
1.686268,0.537660,0.590613
1.686225,0.530725,0.584623
1.692874,0.528969,0.585613
1.686911,0.539005,0.585655
1.686824,0.529739,0.592683

cycle : 50, pop_size : 128
0.216935,0.520786,0.578209
0.217353,0.530417,0.580821
0.215975,0.520563,0.579880
0.216933,0.522483,0.578115
0.216616,0.526209,0.580820
0.217227,0.528111,0.590416
0.216328,0.521942,0.595032
0.222750,0.528525,0.585792
0.216500,0.524416,0.581876
0.217076,0.524159,0.587263

cycle : 50, pop_size : 256
0.421109,0.515211,0.597688
0.421615,0.513004,0.590767
0.420523,0.513412,0.600971
0.420943,0.517087,0.595873
0.421794,0.519771,0.596613
0.422301,0.514571,0.596974
0.421582,0.518568,0.595365
0.420606,0.516138,0.594805
0.421523,0.508995,0.591149
0.421230,0.515371,0.595835

cycle : 50, pop_size : 512
0.834842,0.510994,0.605659
0.834422,0.512211,0.600246
0.834938,0.511809,0.600641
0.834711,0.511298,0.600665
0.834917,0.513251,0.597762
0.834660,0.505570,0.603479
0.834417,0.510332,0.604103
0.834809,0.512728,0.595699
0.834716,0.510359,0.611878
0.833883,0.516267,0.592561

cycle : 50, pop_size : 1024
1.660508,0.507145,0.605513
1.661782,0.511158,0.604057
1.660660,0.506555,0.603663
1.660652,0.503786,0.605357
1.662046,0.500594,0.608383
1.661647,0.509153,0.604863
1.662138,0.512328,0.610253
1.668964,0.508349,0.598544
1.662185,0.514296,0.602396
1.660884,0.506317,0.607872

cycle : 50, pop_size : 2048
3.319772,0.511154,0.605367
3.319422,0.514283,0.603665
3.316581,0.508280,0.609547
3.316290,0.509161,0.600304
3.316893,0.511059,0.609851
