time,short distance,hyper volume


cycle : 25, pop_size : 128
0.120916,0.614262,0.463180
0.120885,0.619745,0.463273
0.120896,0.613967,0.467232
0.120805,0.619667,0.469157
0.120802,0.615554,0.464578
0.120910,0.617337,0.464201
0.120776,0.608589,0.470326
0.120936,0.617642,0.463891
0.120808,0.623939,0.466521
0.120974,0.603454,0.471696

cycle : 25, pop_size : 256
0.235105,0.616058,0.463968
0.235167,0.614266,0.466735
0.234813,0.618117,0.469572
0.234906,0.613812,0.469478
0.235114,0.625577,0.464983
0.235016,0.608429,0.473458
0.234556,0.616281,0.468998
0.235164,0.617368,0.467912
0.235119,0.617125,0.468918
0.234952,0.622992,0.468108

cycle : 25, pop_size : 512
0.467796,0.618566,0.468499
0.467729,0.617129,0.468484
0.467887,0.613565,0.468985
0.467968,0.621384,0.471773
0.467464,0.605088,0.473304
0.467401,0.612473,0.474241
0.467930,0.614040,0.468346
0.468091,0.625008,0.463864
0.468380,0.614085,0.466410
0.467940,0.616823,0.468128

cycle : 25, pop_size : 1024
0.931502,0.610637,0.472435
0.930909,0.601857,0.473871
0.930496,0.616548,0.473155
0.931018,0.617835,0.469873
0.931386,0.602818,0.471759
0.931396,0.615288,0.472334
0.930696,0.613775,0.470386
0.930860,0.604189,0.474807
0.931649,0.607791,0.471957
0.931661,0.614704,0.472855

cycle : 25, pop_size : 2048
1.858005,0.609716,0.471346
1.858385,0.620995,0.469728
1.858326,0.619254,0.469166
1.857669,0.622373,0.472064
1.858083,0.621183,0.469598
1.858019,0.613327,0.476236
1.858251,0.616412,0.471051
1.857137,0.615870,0.473603
1.858531,0.612637,0.474300
1.857884,0.612007,0.475254

cycle : 50, pop_size : 128
0.236385,0.595177,0.475522
0.236387,0.600088,0.475213
0.236341,0.592318,0.481082
0.236384,0.595459,0.476647
0.236367,0.592325,0.478896
0.236400,0.593700,0.479933
0.236377,0.594573,0.482719
0.236448,0.599462,0.477313
0.236448,0.592032,0.477611
0.236356,0.588993,0.477474

cycle : 50, pop_size : 256
0.461691,0.592329,0.482744
0.461322,0.590834,0.482219
0.461155,0.592148,0.483523
0.461622,0.590726,0.488381
0.461412,0.595313,0.477769
0.461295,0.588390,0.483458
0.461358,0.596395,0.481228
0.461187,0.598749,0.483434
0.461534,0.586029,0.485199
0.461129,0.590656,0.482328

cycle : 50, pop_size : 512
0.918665,0.591349,0.482188
0.918758,0.590547,0.484695
0.918632,0.593026,0.481996
0.917055,0.594165,0.482306
0.918397,0.588906,0.483332
0.917443,0.593093,0.480558
0.918622,0.588245,0.482394
0.917235,0.584078,0.487354
0.918029,0.592656,0.485771
0.918643,0.596170,0.486029

cycle : 50, pop_size : 1024
1.830545,0.588030,0.484466
1.829468,0.591086,0.486269
1.831464,0.590136,0.482344
1.831283,0.589831,0.483582
1.830308,0.589591,0.484840
1.829986,0.596518,0.486132
1.830732,0.587311,0.482640
1.830991,0.590726,0.486432
1.829974,0.589303,0.485238
1.829908,0.581831,0.492609

cycle : 50, pop_size : 2048
3.660935,0.583257,0.487089
3.667399,0.594112,0.489000
3.660639,0.591781,0.487146
3.661407,0.580542,0.490459
3.660398,0.586352,0.484210
